file,masked_line_no,cntx_start,cntx_end,masked_line,prediction,whole_prediction,loss,generated_tokens,log_prob_scores,first_token_var,exact_match,num_generated_lines,log_seq_prob,normalized_seq_prob,generated_token_length,log_seq_prob_first_line,normalized_log_seq_prob_first_line,first_line_length,seq_prob_first_line_var,vul_label,mask_ast_complexity,pred_ast_complexity,first_line_pred_ast_complexity,mask_pred_ast_ratio,loss_to_pred_ratio,scaled_first_token_var,neg_exact_match,masked_line_token_length,length_ratio,lev_dist,lev_ratio,ast_dist,new_score
~/anvil/data/cve-targets/libtiff_repo_libtiff_tif_predict.c,4,-151,154,*,*, *,0.05517578125,[[353]],[-0.05527898296713829],16.077083587646484,True,0.0,-0.05527898296713829,-0.05527898296713829,1.0,-0.05527898296713829,-0.05527898296713829,1.0,0.0,0,2,2,2,1.0,-0.9981330749663097,-1.2267234926008181,False,1,1.0,0.0,1.0,0.0,0.44340229919160973
~/anvil/data/cve-targets/poppler_repo_fofi_FoFiType1C.cc,1459,1449,1462,if(ok) {,if (ok) {,                    if (ok) {,1.9296875,"[[503, 421, 320, 562, 8, 314, 151664]]","[-0.03665507584810257, -0.22513817250728607, -0.11058919131755829, -0.1783984899520874, -0.19901326298713684, -0.43554264307022095, -0.14125537872314453]",9.222918510437012,False,0.0,-1.3265922144055367,-0.18951317348650523,7.0,-1.1853368356823921,-0.1975561392803987,6.0,0.015203314255321778,1,10,10,10,1.0,-9.767793129734752,-1.0335429540410064,True,4,0.5714285714285714,1.0,0.9411764705882353,0.0,2.2194670454887664
~/anvil/data/cve-targets/libtiff_repo_libtiff_tif_predict.c,26,-129,176,*,*, *,0.353515625,[[353]],[-0.3543967008590698],13.139583587646484,True,0.0,-0.3543967008590698,-0.3543967008590698,1.0,-0.3543967008590698,-0.3543967008590698,1.0,0.0,0,2,2,2,1.0,-0.9975138711592573,-1.139864377164357,False,1,1.0,0.0,1.0,0.0,0.6917938261848869
~/anvil/data/cve-targets/libsndfile_repo_src_paf.c,102,78,118,switch (subformat),switch (subformat),	switch (subformat),0.12890625,"[[8961, 320, 1966, 2243, 8, 151643]]","[-0.4897579550743103, -0.024360841140151024, -0.07993467897176743, -6.079655122448457e-06, -0.0443456694483757, -0.010496292263269424]",2.9008679389953613,True,0.0,-0.6489015165529963,-0.10815025275883272,6.0,-0.6384052242897269,-0.12768104485794537,5.0,0.033460030079529766,0,6,6,6,1.0,-1.009595826408045,-1.1332148612363935,False,5,0.8333333333333334,0.0,1.0,0.0,0.7291452115004976
~/anvil/data/cve-targets/sqlite3_repo_src_expr.c,3680,3626,3723,"sqlite3ExprCompare(0,pFarg->a[0].pExpr, pFarg->a[1].pExpr,-1),","sqlite3ExprCompare(pParse,pFarg->a[0].pExpr, pFarg->a[1].pExpr,-1),","         sqlite3ExprCompare(pParse,pFarg->a[0].pExpr, pFarg->a[1].pExpr,-1),",0.1748046875,"[[260, 22003, 18, 16041, 27374, 1295, 14463, 7237, 37, 858, 405, 64, 58, 15, 936, 79, 16041, 11, 281, 37, 858, 405, 64, 58, 16, 936, 79, 16041, 4999, 16, 701, 151643]]","[-0.2342120260000229, -0.02969869039952755, -6.711257447022945e-05, -0.0021189635153859854, -0.001423894427716732, -0.19453196227550507, -0.2528473734855652, -0.5195972919464111, -0.0002026352594839409, -4.768360213347478e-06, -0.0005273620481602848, -7.235741941258311e-05, -0.00011050090688513592, -0.0031931623816490173, -7.331102824537084e-05, -3.802703940891661e-05, -4.410646579344757e-05, -0.3249659240245819, -0.013544918037950993, -5.674201020156033e-05, -4.529942543740617e-06, -1.7881233361549675e-05, -1.7762025890988298e-05, -4.51792984677013e-05, -0.0004002247005701065, -1.4662635294371285e-05, -2.002696055569686e-05, -3.8265450712060556e-05, -0.3876895606517792, -0.0028627626597881317, -0.4247616231441498, -0.30024102330207825]",6.855033874511719,False,0.0,-2.693444631611783,-0.08417014473786821,32.0,-2.3932036083097046,-0.07720011639708725,31.0,0.02191209317469965,0,36,36,36,1.0,-2.264306009603314,-1.026550810361146,True,30,0.9375,6.0,0.9457364341085271,1.0,2.339961026230166
~/anvil/data/cve-targets/sqlite3_repo_src_resolve.c,875,717,1141,pNC->nNcErr++;,return WRC_Abort;,                return WRC_Abort;,0.734375,"[[394, 470, 467, 7380, 1566, 65, 371, 26, 151643]]","[-0.47226160764694214, -0.6603401899337769, -0.01013313140720129, -0.0020137999672442675, -0.5973625183105469, -9.953480184776708e-05, -0.00041261743172071874, -0.20204263925552368, -0.03568331152200699]",6.314062118530273,False,0.0,-1.9803493502768106,-0.2200388166974234,9.0,-1.9446660387548036,-0.24308325484435045,8.0,0.07301682055945813,0,9,5,5,1.8,-3.0210842802406543,-1.0405284913057364,True,8,0.8888888888888888,15.0,0.19354838709677424,7.0,2.0597577200103165
~/anvil/data/cve-targets/libpng_repo_pngrutil.c,2634,2602,2642,limit = limit < idat_limit? idat_limit : limit;,if (length > idat_limit),"      if (length > idat_limit)
      {
         png_debug2(0,"" IDAT length =",0.64453125,"[[414, 421, 320, 4129, 861, 877, 266, 14763, 340, 414, 341, 260, 36151, 15446, 17, 7, 15, 1335, 3034, 828, 3084, 284]]","[-0.22292017936706543, -0.09184931963682175, -0.03399680554866791, -1.0778299570083618, -0.017548415809869766, -0.02156745083630085, -1.537788011773955e-05, -4.529942543740617e-06, -0.02320118620991707, -0.09123611450195312, -0.0029214818496257067, -0.05285641551017761, -0.02984853833913803, -0.023973004892468452, -0.35450485348701477, -0.0007994554471224546, -0.01575557328760624, -0.1644710749387741, -1.0498723983764648, -0.0019751342479139566, -0.17951804399490356, -0.03790885955095291]",5.72378396987915,False,2.0,-3.494574170663782,-0.15884428048471735,22.0,-1.5801693367416192,-0.15801693367416192,10.0,0.09809448153420805,0,15,16,12,0.9375,-4.078874554856587,-1.0559973781987457,True,14,0.6363636363636364,31.0,0.45070422535211263,14.0,2.0796796795009844
~/anvil/data/cve-targets/libsndfile_repo_src_aiff.c,1425,1408,1432,{    size_t chanmap_size = psf->sf.channels * sizeof (psf->channel_map [0]) ;,{	unsigned chanmap_size = map_info->channel_map_size * sizeof (int) ;,		{	unsigned chanmap_size = map_info->channel_map_size * sizeof (int) ;,0.8984375,"[[197, 197, 90, 9955, 26023, 2186, 2368, 284, 2415, 3109, 405, 10119, 5376, 2368, 353, 3935, 320, 396, 8, 2587, 151664]]","[-0.005214542616158724, -0.10467099398374557, -0.42007794976234436, -1.045170783996582, -0.1263580620288849, -0.003285963786765933, -0.003588547930121422, -0.5241340398788452, -0.9031366109848022, -0.003933550789952278, -0.0005057962844148278, -0.41086024045944214, -0.14781686663627625, -0.15186206996440887, -1.1456599235534668, -0.33975750207901, -0.13762922585010529, -1.373479962348938, -0.08763878047466278, -0.7088143825531006, -0.13534902036190033]",6.95555591583252,False,0.0,-7.7789448163239285,-0.3704259436344728,21.0,-7.643595795962028,-0.3821797897981014,20.0,0.17610790433790816,1,33,23,23,1.434782608695652,-2.350824203641506,-1.0239742746256095,True,25,1.1904761904761905,43.0,0.6438356164383562,17.0,2.3915739309606634
~/anvil/data/cve-targets/libtiff_repo_libtiff_tif_predict.c,419,408,430,assert(rowsize > 0);,assert(rowsize > 0);,		assert(rowsize > 0);,0.337890625,"[[197, 6948, 31911, 551, 861, 220, 15, 1215, 151664]]","[-0.06416254490613937, -0.5325431823730469, -0.7066229581832886, -1.9550132492440753e-05, -0.7434195280075073, -0.009862622246146202, -0.0038766723591834307, -0.1274159699678421, -0.6470069885253906]",4.225868225097656,True,0.0,-2.834930016701037,-0.314992224077893,9.0,-2.1879230281756463,-0.2734903785219558,8.0,0.09470986318174929,1,12,12,12,1.0,-1.2354753641648646,-1.0962920216354304,False,7,0.7777777777777778,0.0,1.0,0.0,0.9119200837970751
~/anvil/data/cve-targets/poppler_repo_poppler_GfxState.cc,2395,2386,2402,int i;,int i;,"    int i;

    if",2.359375,"[[262, 526, 600, 401, 262, 421]]","[-0.26652806997299194, -0.3338834047317505, -0.04545510560274124, -0.5729052424430847, -0.016240093857049942, -0.6862232685089111]",8.455036163330078,True,2.0,-1.9212351851165295,-0.32020586418608826,6.0,-1.2350119166076183,-0.24700238332152366,5.0,0.04160295545976825,1,5,6,5,0.8333333333333334,-9.552033337786847,-1.0138912007501093,False,3,0.5,0.0,1.0,0.0,1.2585406601344291
~/anvil/data/cve-targets/libsndfile_repo_src_common.c,611,470,684,"if (psf->header.indx + (sf_count_t) size > psf->header.len && psf_bump_header_allocation (psf, size))","if (psf->header.indx + (sf_count_t) size > psf->header.len && psf_bump_header_allocation (psf, size + 1))","					if (psf->header.indx + (sf_count_t) size > psf->header.len && psf_bump_header_allocation (psf, size + 1))",0.09619140625,"[[464, 743, 320, 1690, 69, 405, 2708, 28473, 87, 488, 320, 17246, 3180, 528, 8, 1379, 861, 4726, 69, 405, 2708, 19406, 1009, 4726, 69, 880, 1510, 8757, 81267, 320, 1690, 69, 11, 1379, 488, 220, 16, 593, 151664]]","[-0.028330279514193535, -0.44425737857818604, -0.036386243999004364, -0.1547558754682541, -1.7165990357170813e-05, -0.00039200251922011375, -0.002036522841081023, -0.0004817279113922268, -1.1920922133867862e-06, -0.00070296844933182, -0.01557871699333191, -0.007434794679284096, -1.07287787614041e-05, -2.145764938177308e-06, -0.0014365125680342317, -0.22720234096050262, -0.4918491244316101, -0.0012541294563561678, -2.861018856492592e-06, -8.332382276421413e-05, -4.255681051290594e-05, -0.0002101439022226259, -0.005098673980683088, -0.0006005152827128768, -2.861018856492592e-06, -0.0002553137019276619, -7.152555099310121e-07, -7.629103492945433e-05, -4.8040190449682996e-05, -0.000120751719805412, -2.6225699912174605e-05, -4.768370445162873e-07, -0.00022301571152638644, -0.4122188985347748, -0.5661885738372803, -0.013134978711605072, -0.02634247951209545, -0.12992024421691895, -0.2051328867673874]",10.205035209655762,False,0.0,-2.7718596785638283,-0.07107332509138022,39.0,-2.566726791796441,-0.06754544188938003,38.0,0.02242576744128737,1,42,45,45,0.9333333333333333,-1.4240991480599654,-1.0592335478093513,True,34,0.8717948717948718,4.0,0.9805825242718447,3.0,2.318366988348173
~/anvil/data/cve-targets/php_repo_ext_exif_exif.c,2970,2908,2994,},},"	}
	",0.921875,"[[197, 532, 197]]","[-0.0043090591207146645, -0.5457855463027954, -1.6376703977584839]",9.330554962158203,True,1.0,-2.187765003181994,-0.7292550010606647,3.0,-2.187765003181994,-0.7292550010606647,3.0,0.4614753975073358,1,2,2,2,1.0,-1.2641325718153174,-1.0363278717506579,False,1,0.3333333333333333,0.0,1.0,0.0,1.0111923823314743
~/anvil/data/cve-targets/sqlite3_repo_ext_rtree_rtree.c,3385,3358,3390,"*pzErr = sqlite3_mprintf(""%s"", sqlite3_errmsg(db));","*pzErr = sqlite3_mprintf(""%s"", sqlite3_errmsg(db));","      *pzErr = sqlite3_mprintf(""%s"", sqlite3_errmsg(db));",0.01092529296875,"[[414, 353, 66565, 7747, 284, 22003, 18, 717, 2517, 4430, 82, 497, 22003, 18, 9266, 3236, 9791, 5905, 151643]]","[-0.014598343521356583, -0.08266385644674301, -9.083335316972807e-05, -0.00013267113536130637, -0.0006202919175848365, -0.003646987257525325, -5.9602869441732764e-05, -0.00010084597306558862, -0.00038223114097490907, -0.029844604432582855, -0.0024683980736881495, -0.004565529990941286, -0.005955806467682123, -4.207999518257566e-05, -0.002837443258613348, -0.0007887351675890386, -0.001013480476103723, -0.04971759021282196, -0.004189524333924055]",7.684722900390625,True,0.0,-0.20371885602435214,-0.010722045053913271,19.0,-0.19952933169042808,-0.01108496287169045,18.0,0.00046017613839261537,1,24,24,24,1.0,-0.985595810758354,-1.0054771744249915,False,17,0.8947368421052632,0.0,1.0,0.0,1.2379689571132033
~/anvil/data/cve-targets/libsndfile_repo_src_sd2.c,225,141,230,"psf_fwrite (psf->header.ptr, psf->header.indx, 1, psf) ;",psf->header.len = psf->header.indx ;,"	psf->header.len = psf->header.indx ;
	return 0 ;
} /* sd2_write_rsrc_fork */
/*------------------------------------------------------------------------------
*/
static int
sd2_write_r",0.7421875,"[[35009, 69, 405, 2708, 19406, 284, 4726, 69, 405, 2708, 28473, 87, 4386, 853, 220, 15, 4386, 92, 1391, 20585, 17, 9165, 1710, 3548, 761, 669, 735, 57906, 7088, 3276, 1978, 526, 198, 13446, 17, 9165, 1710]]","[-0.8766189813613892, -0.0011260127648711205, -0.3065066337585449, -0.1471577137708664, -0.3505687713623047, -0.4814109802246094, -0.7920307517051697, -0.0007198841194622219, -0.08928599953651428, -0.2619680166244507, -0.21503688395023346, -5.495397272170521e-05, -0.7275425791740417, -0.9909992814064026, -0.36947304010391235, -0.025448381900787354, -0.026156453415751457, -0.019147444516420364, -0.08172415941953659, -0.0047616660594940186, -0.001292942208237946, -0.004341225605458021, -0.0030794364865869284, -3.2066785934148356e-05, -0.004733072593808174, -9.83428253675811e-05, -0.19210900366306305, -0.12110699713230133, -0.23279757797718048, -0.23639318346977234, -0.5717511177062988, -0.04864228889346123, -0.012851158156991005, -0.023924121633172035, -0.0026544833090156317, -0.47093698382377625, -1.0047857761383057]",2.340451240539551,False,6.0,-8.699268367556215,-0.2351153612853031,37.0,-4.250028162325179,-0.32692524325578304,13.0,0.08682683465297411,0,27,32,19,0.84375,-2.270205544878405,-1.1492034161458895,True,25,0.6756756756756757,26.0,0.6739130434782609,11.0,1.9952892680522138
~/anvil/data/cve-targets/libtiff_repo_libtiff_tif_read.c,89,46,147,uint8_t* new_rawdata;,uint8_t* new_rawdata;,                uint8_t* new_rawdata;,0.1416015625,"[[394, 2622, 23, 528, 9, 501, 16067, 691, 26, 151643]]","[-0.05351359769701958, -0.24194972217082977, -0.004574785940349102, -0.0005360596696846187, -0.4330056309700012, -0.010299036279320717, -3.85038583772257e-05, -1.4662635294371285e-05, -0.4640445113182068, -0.16897375881671906]",7.18906307220459,True,0.0,-1.3769502693558024,-0.13769502693558025,10.0,-1.2079765105390834,-0.13421961228212037,9.0,0.03358085634611446,0,7,7,7,1.0,-1.0549990429294587,-1.0180140554481192,False,8,0.8,0.0,1.0,0.0,1.0279758603049698
~/anvil/data/cve-targets/sqlite3_repo_src_sqliteInt.h,3863,3708,4013,# define SQLITE_CORRUPT_PGNO(P) sqlite3CorruptError(__LINE__),# define SQLITE_CORRUPT_PGNO(P) SQLITE_CORRUPT_BKPT,"# define SQLITE_CORRUPT_PGNO(P) SQLITE_CORRUPT_BKPT
#endif
/*
** The interface to the in",0.443359375,"[[2, 6979, 55252, 47696, 36003, 2828, 85644, 8996, 5304, 8, 55252, 47696, 36003, 2828, 1668, 42, 2828, 198, 2663, 198, 3284, 334, 576, 3749, 311, 279, 304]]","[-0.032787829637527466, -0.004527555778622627, -0.007163199130445719, -0.0006945105269551277, -7.629365427419543e-06, -2.4676019165781327e-05, -0.0041636452078819275, -2.396077979938127e-05, -0.2598922550678253, -0.006805455777794123, -1.0300815105438232, -0.00712307495996356, -9.775113539944869e-06, -4.076874756719917e-05, -0.014349368400871754, -4.434487345861271e-05, -4.172316494077677e-06, -0.013678155839443207, -0.011671943590044975, -0.047122638672590256, -0.6443442106246948, -0.0033780436497181654, -1.7625869512557983, -1.1839509010314941, -0.02305092290043831, -0.0051121944561600685, -0.3984629213809967]",8.070311546325684,False,3.0,-5.461102615648542,-0.20226305983883489,27.0,-1.3814218880866065,-0.07674566044925592,18.0,0.056902693967700646,0,9,21,9,0.42857142857142855,-5.776996020421876,-1.0041862247580973,True,18,0.6666666666666666,27.0,0.6607142857142857,1.0,2.1181122267530372
~/anvil/data/cve-targets/libsndfile_repo_src_common.c,630,470,684,"if (psf->header.indx + (sf_count_t) size > psf->header.len && psf_bump_header_allocation (psf, size))","if (psf->header.indx + (sf_count_t) size > psf->header.len && psf_bump_header_allocation (psf, size))","					if (psf->header.indx + (sf_count_t) size > psf->header.len && psf_bump_header_allocation (psf, size))",0.059326171875,"[[464, 743, 320, 1690, 69, 405, 2708, 28473, 87, 488, 320, 17246, 3180, 528, 8, 1379, 861, 4726, 69, 405, 2708, 19406, 1009, 4726, 69, 880, 1510, 8757, 81267, 320, 1690, 69, 11, 1379, 593, 151664]]","[-0.009564646519720554, -0.059089936316013336, -0.025902558118104935, -0.1775464117527008, -1.2040065485052764e-05, -0.004857287742197514, -0.01057402789592743, -0.0009014118695631623, -8.344646857949556e-07, -0.003190429415553808, -0.09347149729728699, -0.011273966170847416, -1.8954096958623268e-05, -3.576272320060525e-06, -0.0019463420612737536, -0.1028946116566658, -0.5072541832923889, -0.0006246999255381525, -4.410734163684538e-06, -8.880697714630514e-05, -4.625213477993384e-05, -0.0003219324571546167, -0.00574971130117774, -0.0007628867751918733, -7.152555099310121e-07, -0.00028355870745144784, -7.152555099310121e-07, -0.0001454247540095821, -0.00011073929636040702, -0.00015078838623594493, -3.707340147229843e-05, -9.536738616588991e-07, -0.00018618757894728333, -0.35621407628059387, -0.7350484132766724, -0.2548452913761139]",8.61267375946045,True,0.0,-2.363125352555585,-0.0656423709043218,36.0,-2.108280061179471,-0.06023657317655631,35.0,0.02436881364463386,1,42,42,42,1.0,-0.984886236823468,-1.0178947687695714,False,34,0.9444444444444444,0.0,1.0,0.0,1.4169824950811043
~/anvil/data/cve-targets/php_repo_ext_phar_phar.c,701,632,1125,"PHAR_GET_32(buffer, manifest_count);",/* extract manifest count */,"	/* extract manifest count */
	PHAR_GET_32(buffer, manifest_count);
",0.375,"[[197, 1057, 8649, 14455, 1760, 735, 10025, 39, 934, 12702, 62, 18, 17, 12584, 11, 14455, 3180, 317]]","[-0.8286750316619873, -0.16826394200325012, -1.3518178462982178, -1.972629427909851, -0.9927994012832642, -0.42305508255958557, -0.3075672686100006, -0.00011753345461329445, -1.728519782773219e-05, -0.0004614718782249838, -0.0026624491438269615, -0.003497794270515442, -6.532455881824717e-05, -0.005939808674156666, -0.002751257736235857, -0.024369101971387863, -0.025675786659121513, -0.43059298396110535]",2.472395896911621,False,2.0,-6.5409587978319905,-0.363386599879555,18.0,-5.737240731716156,-0.9562067886193594,6.0,0.3520551883603639,1,11,12,2,0.9166666666666666,-0.39217458447607567,-1.1454188801975418,True,11,0.6111111111111112,23.0,0.5,10.0,1.7826277263473131
~/anvil/data/cve-targets/poppler_repo_poppler_Annot.cc,5212,5190,5241,if (path->getCoordsLength() != 0) {,if (path->getCoordsLength() > 0) {,            if (path->getCoordsLength() > 0) {,0.484375,"[[310, 421, 320, 2343, 405, 455, 34344, 4373, 368, 861, 220, 15, 8, 314, 151664]]","[-0.0030688594561070204, -0.08107998967170715, -0.07723014801740646, -0.08397627621889114, -0.5927386283874512, -0.42398425936698914, -0.26591604948043823, -0.013533392921090126, -0.3149191439151764, -0.29007774591445923, -0.0004931663861498237, -0.35714733600616455, -0.04045407474040985, -0.12785853445529938, -0.2962271273136139]",11.11267375946045,False,0.0,-2.9687047322513536,-0.1979136488167569,15.0,-2.6724776049377397,-0.19089125749555283,14.0,0.03145010573515109,1,20,20,20,1.0,-2.5374394110808582,-1.0835433411166846,True,13,0.8666666666666667,2.0,0.9565217391304348,1.0,2.0505414559098734
