file,masked_line_no,cntx_start,cntx_end,masked_line,prediction,whole_prediction,loss,generated_tokens,log_prob_scores,first_token_var,exact_match,num_generated_lines,log_seq_prob,normalized_seq_prob,generated_token_length,log_seq_prob_first_line,normalized_log_seq_prob_first_line,first_line_length,seq_prob_first_line_var,vul_label,mask_ast_complexity,pred_ast_complexity,first_line_pred_ast_complexity,mask_pred_ast_ratio,loss_to_pred_ratio,scaled_first_token_var,neg_exact_match,masked_line_token_length,length_ratio,lev_dist,lev_ratio,ast_dist,new_score
~/anvil/data/cve-targets/libxml2_repo_valid.c,540,530,558,switch (state->cont->type) {,```c,"```c
	xmlGenericError(xmlGenericErrorContext, ""%s",1.71875,"[[73594, 66, 198, 48460, 19964, 1454, 29932, 19964, 1454, 1972, 11, 5962, 82]]","[-0.5493937730789185, -2.3841855067985307e-07, -2.3841855067985307e-07, -0.6802882552146912, -5.328513361746445e-05, -2.3841855067985307e-07, -0.00018010901112575084, -9.417090768693015e-05, -1.1920922133867862e-06, -1.1920928244535389e-07, 0.0, -0.04416068270802498, -0.2018691599369049]",6.172236919403076,False,1.0,-1.4760414625481175,-0.11354165096523981,13.0,-0.5493942499160198,-0.18313141663867327,3.0,0.06707405687258061,0,16,8,2,2.0,-9.385336669956379,-1.122834136437958,True,9,0.6923076923076923,27.0,0.0625,15.0,2.099827465194719
~/anvil/data/cve-targets/poppler_repo_poppler_FileSpec.cc,237,195,266,name->del(0);,```cpp,"```cpp
            i = 2;
```",3.025390625,"[[73594, 10821, 198, 310, 600, 284, 220, 17, 280, 73594]]","[-0.041672807186841965, -7.033323527139146e-06, -1.0728830375228426e-06, -0.01306038349866867, -2.610649426060263e-05, -7.152531907195225e-06, 0.0, -0.0022272085770964622, -1.1920928244535389e-07, -1.549708758830093e-05]",21.44862937927246,False,2.0,-0.057017380792210304,-0.00570173807922103,10.0,-0.0547412968920753,-0.013685324223018824,4.0,0.0002895110325565347,0,12,8,2,1.5,-221.06824622476017,-1.304805312078078,True,6,0.6,13.0,0.0,11.0,1.9337189999384716
~/anvil/data/cve-targets/php_repo_ext_exif_exif.c,1917,1911,1921,if ((offset + length) > (info->valid_end - info->valid_start)) {,if (offset + length > info->valid_end || offset < info->valid_start) {,	if (offset + length > info->valid_end || offset < info->valid_start) {,1.052734375,"[[743, 320, 3176, 488, 3084, 861, 3546, 405, 1891, 6213, 1369, 4347, 366, 3546, 405, 1891, 4906, 8, 314, 151645]]","[-6.5205356804654e-05, -0.0007563352701254189, -0.001988816075026989, -0.03899724781513214, -7.152555099310121e-07, -3.6954811548639555e-06, -4.768360213347478e-06, 0.0, -8.129743218887597e-05, -9.381330892210826e-05, -0.11495691537857056, -0.00015066919149830937, 0.0, -0.00027092601521871984, 0.0, -1.4305104514278355e-06, -1.1920928244535389e-07, -1.9073468138230965e-06, -0.002677548211067915, -9.464769391342998e-05]",22.66785430908203,False,0.0,-0.16014605791189496,-0.008007302895594749,20.0,-0.16005141021798153,-0.010003213138623845,16.0,0.0007052345167134741,1,31,28,28,1.1071428571428572,-105.23962255040244,-1.3451889234797911,True,19,0.95,15.0,0.8805970149253731,12.0,2.0637467562651723
~/anvil/data/cve-targets/openssl_repo_crypto_pkcs7_pk7_doit.c,75,45,86,if (*pbio == NULL),```c,"```c
    *pbio = btmp;
```",0.85107421875,"[[73594, 66, 198, 262, 353, 16650, 815, 284, 293, 5173, 280, 73594]]","[-0.12240517884492874, 0.0, -8.106198947643861e-06, -0.011702224612236023, -0.46829378604888916, -7.152555099310121e-07, 0.0, 0.0, -5.960462772236497e-07, -8.344646857949556e-07, 0.0, -0.031217070296406746]",11.126172065734863,False,2.0,-0.6336285117678813,-0.05280237598065677,12.0,-0.1341155096561124,-0.0447051698853708,3.0,0.002655806863016245,0,15,10,2,1.5,-19.037489868224462,-1.0080244352348642,True,7,0.5833333333333334,18.0,0.0,14.0,2.163456337281532
~/anvil/data/cve-targets/lua_repo_lvm.c,884,783,922,}},pc++;,        pc++;,7.6015625,"[[286, 13312, 19581]]","[-0.1887955218553543, -0.6793503165245056, -0.0017802356742322445]",5.588768482208252,False,0.0,-0.8699260740540922,-0.2899753580180307,3.0,-0.8699260740540922,-0.2899753580180307,3.0,0.08163554870019403,0,3,6,6,0.5,-26.21451199148906,-1.139332630254466,True,1,0.3333333333333333,5.0,0.0,5.0,2.091739878847022
~/anvil/data/cve-targets/libxml2_repo_xmlregexp.c,4854,4774,4859,} else {,```c,"```c
    if (",5.65625,"[[73594, 66, 198, 262, 421, 320]]","[-0.10809032618999481, 0.0, -3.576278118089249e-07, -0.47265708446502686, -0.2618575394153595, -4.887569048150908e-06]",8.596712112426758,False,1.0,-0.8426101952672411,-0.14043503254454018,6.0,-0.5807477682828335,-0.19358258942761117,3.0,0.0376928113798985,1,4,4,2,1.0,-29.218795020381286,-1.056798535220135,True,3,0.5,8.0,0.0,3.0,2.1224915458229145
~/anvil/data/cve-targets/libxml2_repo_HTMLparser.c,2762,2727,2765,NEXT;,```c,"```c
   ",1.591796875,"[[73594, 66, 198, 262]]","[-0.00852753221988678, 0.0, -1.0728830375228426e-06, -0.27341753244400024]",10.436841011047363,False,1.0,-0.28194613754692455,-0.07048653438673114,4.0,-0.28194613754692455,-0.09398204584897485,3.0,0.013739114933817721,1,4,2,2,2.0,-16.937244349393605,-1.0092836943297705,True,2,0.5,5.0,0.0,3.0,2.056734689128908
~/anvil/data/cve-targets/libpng_repo_pngrutil.c,2626,2602,2642,size_t row_factor = (png_uint_32)row_factor_l;,size_t row_factor = row_factor_l;,size_t row_factor = row_factor_l;,1.1162109375,"[[2141, 528, 2802, 18588, 284, 2802, 18588, 907, 26, 151645]]","[-0.38705065846443176, 0.0, -1.9073468138230965e-06, -1.680836794548668e-05, -0.0010609956225380301, -0.0001971527235582471, -8.4638240878121e-06, 0.0, -0.00019739109848160297, -0.00010013079008786008]",5.915915966033936,False,0.0,-0.3886335082379446,-0.03886335082379446,10.0,-0.38853337744785676,-0.05550476820683668,7.0,0.014781809378842612,1,13,8,8,1.625,-20.110181044995574,-1.130052387006885,True,15,1.5,13.0,0.8354430379746836,5.0,2.04385684042156
~/anvil/data/cve-targets/lua_repo_ldebug.c,784,747,794,L->oldpc = pc;,```c,"```c
  L->oldpc = pc; ",0.0050125122070312,"[[73594, 66, 198, 220, 444, 405, 813, 3992, 284, 13312, 26, 220]]","[-0.27919822931289673, -5.6265202147187665e-05, -1.1920922133867862e-06, -0.015841230750083923, -0.029182210564613342, 0.0, -3.3378546504536644e-06, 0.0, 0.0, -0.05400637164711952, -0.009404170326888561, -1.1920928244535389e-07]",13.225852966308594,False,1.0,-0.38769312695989555,-0.032307760579991296,12.0,-0.2950969173573412,-0.0737742293393353,4.0,0.01410801283796924,1,10,10,2,1.0,-0.06794394535760476,-1.0623510600076462,True,7,0.5833333333333334,13.0,0.11111111111111116,9.0,2.038326158601998
~/anvil/data/cve-targets/sqlite3_repo_src_printf.c,522,385,861,idx = precision;,```c,"```c
    if( xtype",4.875,"[[73594, 66, 198, 262, 421, 7, 60614]]","[-0.27940019965171814, -5.960446742392378e-06, -3.2186455882765586e-06, -0.5910599827766418, -0.18488071858882904, -4.887569048150908e-06, -0.807520866394043]",7.205719947814941,False,1.0,-1.8628758340726108,-0.2661251191532301,7.0,-0.8704693615206907,-0.21761734038017266,4.0,0.05949678687866775,1,7,5,2,1.4,-22.401707471856255,-1.0941949553563948,True,4,0.5714285714285714,15.0,0.09999999999999998,6.0,2.10436450677059
~/anvil/data/cve-targets/php_repo_ext_exif_exif.c,3630,3617,3700,if (!data) {,```c,"```c
	if (!ImageInfo",3.626953125,"[[73594, 66, 198, 743, 1505, 1906, 1731]]","[-0.02231546677649021, -0.0004801789182238281, -3.3378546504536644e-06, -0.17166483402252197, -0.07034409046173096, -0.48313814401626587, 0.0]",4.897743701934815,False,1.0,-0.7479460520498833,-0.10684943600712618,7.0,-0.022798983549364493,-0.007599661183121498,3.0,0.00010831536336422926,1,12,7,2,1.7142857142857142,-477.25195079160875,-1.1591863057683762,True,5,0.7142857142857143,12.0,0.0,11.0,2.0732983276245207
~/anvil/data/cve-targets/openssl_repo_crypto_mdc2_mdc2dgst.c,45,36,69,if (i + len < MDC2_BLOCK) {,```c,"```c
        /* partial block */
        memcpy(&(c->data[i]), in, len",0.68310546875,"[[73594, 66, 198, 286, 1391, 7130, 2504, 735, 286, 19797, 29089, 66, 405, 691, 989, 9719, 304, 11, 2422]]","[-0.015732690691947937, -1.5497195136049413e-06, -9.536738616588991e-07, -0.5754244923591614, -0.7363216876983643, -0.43792590498924255, -1.1920928244535389e-07, -0.0001802282058633864, -1.6689286894688848e-06, -0.045972928404808044, -5.447716102935374e-05, 0.0, 0.0, 0.0, -5.364403477869928e-06, -7.152555099310121e-07, 0.0, 0.0, -3.421248038648628e-05]",11.375093460083008,False,2.0,-1.8116569931811384,-0.09535036806216518,19.0,-0.5911596864444846,-0.14778992161112114,4.0,0.060998355061808215,1,16,23,2,0.6956521739130435,-4.622138379283074,-1.0143169654440605,True,12,0.631578947368421,27.0,0.0,15.0,2.1650797266927135
~/anvil/data/cve-targets/sqlite3_repo_src_vdbe.c,639,484,789,** Execute as much of a VDBE program as we can.,```c,"```c
      if( (opProperty & OPFLG_JUMP)!=0 ){
        assert( p",3.484375,"[[73594, 66, 198, 414, 421, 7, 320, 453, 3052, 609, 13134, 6126, 38, 88730, 35200, 15, 10959, 286, 2060, 7, 281]]","[-0.037423815578222275, -2.3245540432981215e-05, -8.344646857949556e-07, -0.10123983025550842, -0.0787762701511383, -1.9073468138230965e-06, -0.10921229422092438, -0.00042083943844772875, -4.172316494077677e-06, -2.145764938177308e-06, -0.0011448265286162496, -2.50339189733495e-06, 0.0, -0.9611144661903381, -0.0014841266674920917, 0.0, -3.5523738915799186e-05, -2.3841855067985307e-07, -0.00048315772437490523, -1.2397689715726301e-05, -0.0024502037558704615]",13.519641876220703,False,2.0,-1.2938327991833773,-0.06161108567539892,21.0,-0.13868772583884947,-0.03467193145971237,4.0,0.0017103686047651157,0,14,21,2,0.6666666666666666,-100.49555514519656,-1.0701824585243163,True,14,0.6666666666666666,46.0,0.039215686274509776,14.0,2.168008708487152
~/anvil/data/cve-targets/libtiff_repo_libtiff_tif_predict.c,49,-106,199,PredictorSetup(TIFF* tif),tif->tif_encoderow = PredictorEncodeRow;,"                    tif->tif_encoderow = PredictorEncodeRow;
                   ",4.48046875,"[[503, 259, 333, 405, 84340, 39068, 363, 284, 60418, 32535, 3102, 280, 503]]","[-0.4797731637954712, -7.152555099310121e-07, 0.0, 0.0, -3.576278118089249e-07, -1.7762025890988298e-05, 0.0, 0.0, -4.8040190449682996e-05, -2.8490614567999728e-05, 0.0, -0.008777014911174774, -2.3841855067985307e-07]",16.839452743530273,False,1.0,-0.48864578283942706,-0.037588137141494386,13.0,-0.48864578283942706,-0.06108072285492838,8.0,0.016299387955834355,0,11,10,10,1.1,-73.35323716848396,-1.1627924858968304,True,9,0.6923076923076923,36.0,0.3076923076923077,13.0,2.0811631563826527
~/anvil/data/cve-targets/libxml2_repo_parser.c,12664,12587,12769,xmlFree((xmlChar *) ctxt->encoding);,ctxt->encoding = xmlStrdup((const xmlChar *) doc->encoding,        ctxt->encoding = xmlStrdup((const xmlChar *) doc->encoding,0.716796875,"[[286, 59162, 405, 17159, 284, 8396, 2580, 21912, 1188, 1024, 8396, 4768, 2586, 4629, 405, 17159]]","[-0.33441781997680664, -0.0381166934967041, 0.0, -0.0007911174325272441, 0.0, -0.0003718638326972723, -4.2199197196168825e-05, -0.00020776021119672805, -4.8874615458771586e-05, -3.814689989667386e-06, -3.576278118089249e-07, -2.861018856492592e-06, -3.576278118089249e-07, -7.152555099310121e-07, 0.0, -2.6464111215318553e-05]",8.806612014770508,False,0.0,-0.37403089909378195,-0.023376931193361372,16.0,-0.37403089909378195,-0.028771607622598613,13.0,0.006534079891001045,0,19,21,21,0.9047619047619048,-24.91334111052568,-1.051267512193511,True,10,0.625,34.0,0.5957446808510638,14.0,2.1686202185139756
~/anvil/data/cve-targets/php_repo_ext_phar_phar.c,2299,2285,2321,"written = php_stream_write(newfile, ZSTR_VAL(newstub), phar->halt_offset);",```c,"```c
if (closeoldfile) {
	php_stream_close(oldfile);
}
```",0.60400390625,"[[73594, 66, 198, 333, 320, 5552, 813, 1192, 8, 341, 197, 1208, 12673, 12704, 21972, 1192, 317, 532, 73594, 151645]]","[-0.5927793979644775, -1.2040065485052764e-05, -4.0531076592742465e-06, -0.7264788150787354, -4.4225667807040736e-05, -0.4364062249660492, -1.1920928244535389e-07, 0.0, -2.861018856492592e-06, -2.3841855067985307e-07, -0.6096590757369995, -7.152555099310121e-07, -1.5020257706055418e-05, -0.0002090712368953973, -4.291525328881107e-06, 0.0, 0.0, -1.311301275563892e-06, -0.1497022956609726, -4.446407547220588e-05]",11.582088470458984,False,4.0,-2.515364220547063,-0.12576821102735317,20.0,-0.5927954911376219,-0.19759849704587396,3.0,0.0780839722360515,0,24,21,2,1.1428571428571428,-3.0567231799833783,-1.0195795340377325,True,20,1.0,74.0,0.0,23.0,2.249446095394655
~/anvil/data/cve-targets/poppler_repo_poppler_Stream.cc,1341,1334,1352,return pred->lookChar();,return pred;,return pred;,0.5859375,"[[689, 4162, 26, 151645]]","[-0.0020154656376689672, -0.3383321166038513, -0.5523682832717896, -5.352353764465079e-05]",18.83156013488769,False,0.0,-0.8927693890509545,-0.22319234726273862,4.0,-0.8927158655133098,-0.2975719551711033,3.0,0.05131206602631444,0,12,5,5,2.4,-1.9690615658424098,-1.2221689551820074,True,6,1.5,12.0,0.6666666666666667,7.0,1.9402858516655004
~/anvil/data/cve-targets/libtiff_repo_libtiff_tif_predict.c,40,-115,190,"static int swabHorDiff16(TIFF* tif, uint8_t* cp0, tmsize_t cc);",case 32: sp->encodepfunc = horDiff32; break;,"case 32: sp->encodepfunc = horDiff32; break;
		}
		/*
		 * Override default encoding method with one that does the
		 * predictor stuff",0.85595703125,"[[5638, 220, 18, 17, 25, 978, 405, 6180, 79, 2830, 284, 4812, 21751, 18, 17, 26, 1438, 280, 197, 197, 532, 197, 197, 3284, 298, 353, 38258, 1638, 11170, 1714, 448, 825, 429, 1558, 279, 198, 298, 353, 61154, 6259]]","[-0.004305141977965832, 0.0, -1.1920928244535389e-07, 0.0, 0.0, -2.7418097943154862e-06, 0.0, -1.1920922133867862e-06, 0.0, 0.0, 0.0, -4.768370445162873e-07, -1.0132738680113107e-05, 0.0, 0.0, 0.0, -2.9802276912960224e-06, -0.12774555385112762, -0.012748646549880505, -2.0503786799963564e-05, -0.0002195594133809209, -7.152555099310121e-07, -0.013349791057407856, -4.172316494077677e-06, -1.2874520507466514e-05, 0.0, -0.00016485285595990717, -0.00013505500101018697, -0.0018636492313817143, -0.0007338214782066643, -1.4305104514278355e-06, -1.9073304429184645e-05, -4.768370445162873e-07, -1.9550132492440753e-05, -2.3841830625315197e-06, 0.0, -2.0146166207268834e-05, 0.0, -4.172316494077677e-06, -1.4185804502631072e-05]",13.39093780517578,False,4.0,-0.1614033994650228,-0.00403508498662557,40.0,-0.14483748908048,-0.014483748908047999,10.0,0.0007725547197009138,0,26,36,17,0.7222222222222222,-59.09775408867944,-1.066744571386898,True,27,0.675,54.0,0.2429906542056075,27.0,2.2386359298043033
~/anvil/data/cve-targets/lua_repo_ldebug.c,780,747,794,"changedline(p, pcRel(L->oldpc, p), npci)) {","(luaG_checkopenop(p, npci) || pc <= L->oldpc) ||","        (luaG_checkopenop(p, npci) || pc <= L->oldpc) ||",1.537109375,"[[286, 320, 27623, 38, 7200, 2508, 453, 1295, 11, 2595, 5855, 8, 1369, 13312, 2651, 444, 405, 813, 3992, 8, 1369, 151645]]","[-0.008144145831465721, -0.7143372893333435, -0.17845532298088074, -0.00252832961268723, -0.33434489369392395, -0.32735365629196167, -0.15076954662799835, -0.0044206278398633, -0.0005329619161784649, -0.04785212501883507, -8.344646857949556e-07, -0.3408519923686981, -0.04216630384325981, -0.07489486038684845, -0.39532536268234253, -0.015394434332847595, 0.0, -1.811964830267243e-05, 0.0, -0.000436925794929266, -0.5699703693389893, -0.012062461115419865]",13.590994834899902,False,0.0,-3.2198605631234614,-0.1463572983237937,22.0,-3.2077981020080415,-0.16883147905305482,19.0,0.04291138911645291,1,23,22,22,1.0454545454545454,-9.104400338262556,-1.0720931793309942,True,17,0.7727272727272727,38.0,0.43956043956043955,21.0,2.21778880737609
~/anvil/data/cve-targets/poppler_repo_poppler_GfxState.cc,4327,4304,4344,return false;,```cpp,"```cpp
            return false",0.11590576171875,"[[73594, 10821, 198, 310, 470, 895]]","[-0.9743466377258301, -2.3841855067985307e-07, -2.3841855067985307e-07, -0.016515685245394707, -0.37930646538734436, -4.768370445162873e-07]",2.249023675918579,False,1.0,-1.370169742032715,-0.22836162367211918,6.0,-0.9908627998083261,-0.24771569995208154,4.0,0.17604296657396748,0,5,4,2,1.25,-0.4678983275632952,-1.2385437559107586,True,3,0.5,13.0,0.0,4.0,1.8345334406265899
~/anvil/data/cve-targets/libtiff_repo_libtiff_tif_print.c,518,208,627,for (i = 1; i < td->td_samplesperpixel; i++),```c,"```c
for (i = 1; i < td->td_samplesperpixel; i++)
```",0.327392578125,"[[73594, 66, 198, 1958, 320, 72, 284, 220, 16, 26, 600, 366, 17941, 405, 1296, 18297, 712, 29684, 26, 600, 3485, 73594, 151645]]","[-0.025727488100528717, -6.794906312279636e-06, -2.7418097943154862e-06, -1.0027257204055786, -8.49926145747304e-05, -0.0002493547508493066, 0.0, 0.0, -0.000604565953835845, 0.0, 0.0, -0.00020168177434243262, -0.08510667830705643, 0.0, -2.3841830625315197e-06, -0.0011411352315917611, -1.7881377516459906e-06, -3.302042750874534e-05, -4.768370445162873e-07, -2.3841855067985307e-07, -0.016809837892651558, -0.36160358786582947, -5.6980417866725475e-05]",8.28235149383545,False,2.0,-1.4943594680347303,-0.0649721507841187,23.0,-0.025737024816635312,-0.008579008272211771,3.0,0.00014703518294902846,1,23,28,2,0.8214285714285714,-38.162054136893175,-1.0651366530336772,True,18,0.782608695652174,44.0,0.0,22.0,2.1921053341614556
~/anvil/data/cve-targets/php_repo_ext_standard_http_fopen_wrapper.c,695,634,719,) {,```c,"```c
if (php",14.7109375,"[[73594, 66, 198, 333, 320, 1208]]","[-0.5672462582588196, -0.07026942074298859, -8.344646857949556e-07, -0.37885090708732605, -0.04853134602308273, -0.6802237033843994]",3.5777058601379395,False,1.0,-1.7451224699613022,-0.2908537449935504,6.0,-0.637516513466494,-0.21250550448883132,3.0,0.06374344689557494,0,3,5,2,0.6,-69.22614797854878,-1.1980787648438374,True,2,0.3333333333333333,4.0,0.0,2.0,2.2274841004803125
~/anvil/data/cve-targets/libsndfile_repo_src_common.c,596,470,684,"header_put_be_int (psf, size) ;","header_put_be_int (psf, size) ;","header_put_be_int (psf, size) ;",0.010101318359375,"[[2708, 15557, 21263, 4042, 320, 1690, 69, 11, 1379, 8, 2587, 151645]]","[-0.1403137594461441, -1.2993727978027891e-05, -0.010837034322321415, -1.0490362910786644e-05, 0.0, -1.7881377516459906e-06, 0.0, 0.0, -1.2397689715726301e-05, -0.0007253637886606157, -0.0010663543362170458, -2.0146166207268834e-05]",7.122868061065674,True,0.0,-0.15300032797790664,-0.01275002733149222,12.0,-0.15298018181169937,-0.01912252272646242,8.0,0.0016072287694512454,1,11,11,11,1.0,-0.5282419325038343,-1.0964637070878538,False,11,0.9166666666666666,0.0,1.0,0.0,1.0208061546711693
