file,masked_line_no,cntx_start,cntx_end,masked_line,prediction,whole_prediction,loss,generated_tokens,log_prob_scores,first_token_var,exact_match,num_generated_lines,log_seq_prob,normalized_seq_prob,generated_token_length,log_seq_prob_first_line,normalized_log_seq_prob_first_line,first_line_length,seq_prob_first_line_var,vul_label,mask_ast_complexity,pred_ast_complexity,first_line_pred_ast_complexity,mask_pred_ast_ratio,loss_to_pred_ratio,scaled_first_token_var,neg_exact_match,masked_line_token_length,length_ratio,lev_dist,lev_ratio,ast_dist,new_score
~/anvil/data/cve-targets/openssl_repo_crypto_asn1_tasn_enc.c,523,457,567,case V_ASN1_NEG_INTEGER:,case V_ASN1_OCTET_STRING:,"   case V_ASN1_OCTET_STRING:
        return ossl_i2c_",0.5830078125,"[[1678, 1206, 478, 29918, 3289, 29940, 29896, 29918, 29949, 1783, 2544, 29918, 20785, 29901, 13, 4706, 736, 288, 16265, 29918, 29875, 29906, 29883, 29918]]","[-0.022648708894848824, -0.006361591629683971, -0.0016845572972670197, -0.00011157367407577112, -1.0251946150674485e-05, -2.0265558760002023e-06, -0.00015901254664640874, -0.00013982271775603294, -0.6309814453125, -0.004359859973192215, -5.8410845667822286e-05, -0.021358948200941086, -0.00022802136663813144, -0.0234613586217165, -0.045922376215457916, -0.6361072063446045, -0.6904448866844177, -0.03447671979665756, -0.0001370812824461609, -2.5987286790041253e-05, -0.0035175136290490627, -2.9802276912960224e-06, -0.00025996167096309364, -2.074220174108632e-05]",11.19751262664795,False,1.0,-2.122481044922779,-0.08843671020511579,24.0,-1.3935951721430229,-0.08709969825893893,16.0,0.04281744629569411,1,5,9,5,0.5555555555555556,-6.693568682256218,-1.008869254755425,True,14,0.5833333333333334,10.0,0.7346938775510203,1.0,2.1034006262860183
~/anvil/data/cve-targets/php_repo_ext_phar_phar.c,167,162,201,"pefree(phar->alias, phar->is_persistent);","pefree(phar->alias, phar->is_persistent);","		pefree(phar->alias, phar->is_persistent);",0.0019521713256835,"[[12, 12, 412, 9021, 29898, 561, 279, 976, 19973, 29892, 1374, 279, 976, 275, 29918, 6774, 9696, 416, 32010, 2]]","[-0.0008554374799132347, -0.0001472126314183697, -0.02027571015059948, -2.455681169521995e-05, -0.005648840684443712, -0.00010024998482549563, -1.1920928244535389e-07, -7.033323527139146e-06, -0.00011312322021694854, -0.0001382732152706012, -0.004747191444039345, -2.9802276912960224e-06, -6.9141146923357155e-06, -0.0003197873884346336, -2.0265558760002023e-06, -5.149708886165172e-05, -2.1219027985353023e-05, -8.141662692651153e-05, -0.033696603029966354, -1.1920928244535389e-07]",12.037015914916992,True,0.0,-0.06624031142494857,-0.0033120155712474285,20.0,-0.03254358918569977,-0.0018079771769833207,18.0,2.2645539038165257e-05,0,17,17,17,1.0,-1.0797544075975412,-1.0302667364565747,False,16,0.8,0.0,1.0,0.0,1.069848426528534
~/anvil/data/cve-targets/libtiff_repo_libtiff_tif_dirread.c,5699,5655,5716,newoffsets[i] = offset;,newoffsets[i] = offset;,       newoffsets[i] = offset;,0.0127944946289062,"[[4706, 716, 2696, 7224, 29961, 29875, 29962, 353, 9210, 29936, 32010, 2]]","[-0.004119957331568003, -0.0951174944639206, -0.0006193388253450394, -5.006777428206988e-06, -0.0005678709712810814, -5.686121585313231e-05, -0.00042024365393444896, -0.0002857038634829223, -0.012835740111768246, -0.005344507750123739, -0.21854543685913086, -1.1920928244535389e-07]",10.268423080444336,True,0.0,-0.3379182810331187,-0.028159856752759893,12.0,-0.11937272496470541,-0.01193727249647054,10.0,0.0007833614589978548,1,12,12,12,1.0,-1.0718105524263697,-1.0145012218942098,False,9,0.75,0.0,1.0,0.0,1.0677590816287665
~/anvil/data/cve-targets/libsndfile_repo_src_alaw.c,308,304,313,if (ptr [i] >= 0),if (ptr [i] < 0),		if (ptr [i] < 0),0.187255859375,"[[12, 12, 361, 313, 7414, 518, 29875, 29962, 529, 29871, 29900, 29897, 32010, 2]]","[-0.006323093548417091, -0.0006987990345805883, -0.10288568586111069, -0.007529451511800289, -0.039671506732702255, -0.009924118407070637, -0.0002910667099058628, -0.006212684325873852, -0.5337811708450317, -0.04650607332587242, -0.010116138495504856, -0.009673268534243107, -0.11109122633934021, -1.1920928244535389e-07]",8.556792259216309,False,0.0,-0.884704402880736,-0.06319317163433828,14.0,-0.7736130573321134,-0.06446775477767612,12.0,0.02081679919003672,1,17,17,17,1.0,-2.9046437249253003,-1.0588547031216742,True,10,0.7142857142857143,2.0,0.9090909090909091,1.0,2.0052190480752725
~/anvil/data/cve-targets/sqlite3_repo_src_build.c,3400,3382,3404,p->nKeyCol = nCol - 1;,p->nExtra = nExtra;,   p->nExtra = nExtra;,0.9599609375,"[[1678, 282, 976, 29876, 18126, 353, 302, 18126, 29936, 32010, 2]]","[-0.012727225199341774, -0.269416481256485, -0.00938598345965147, -0.8301817178726196, -0.9415730237960815, -0.049159031361341476, -0.04414984956383705, -0.06880044937133789, -0.006816585548222065, -0.18197722733020782, -3.576278118089249e-07]",9.16025733947754,False,0.0,-2.4141879323869375,-0.2194716302169943,11.0,-2.232210347428918,-0.24802337193654644,9.0,0.1226780236846661,0,13,10,10,1.3,-3.870445474572427,-1.0430000544639142,True,12,1.0909090909090908,13.0,0.4390243902439024,5.0,2.143445733592956
~/anvil/data/cve-targets/libsndfile_repo_src_ulaw.c,810,807,816,{,{,	{,0.54296875,"[[12, 29912, 32010, 2]]","[-0.0017296605510637164, -0.5496876835823059, -0.6195231676101685, -1.1920928244535389e-07]",9.448633193969728,True,0.0,-1.1709406309528205,-0.29273515773820513,4.0,-0.5514173441333696,-0.2757086720666848,2.0,0.07506449875107683,1,2,2,2,1.0,-1.969356806697302,-1.035507693815686,False,1,0.25,0.0,1.0,0.0,0.9731686675737028
~/anvil/data/cve-targets/libpng_repo_png.c,2441,2371,2463,goto PNG_FP_End; /* not a part of the number */,goto PNG_FP_End; /* not a part of the number */,           goto PNG_FP_End; /* not a part of the number */,0.038421630859375,"[[9651, 2355, 29877, 349, 9312, 29918, 26353, 29918, 5044, 29936, 4949, 451, 263, 760, 310, 278, 1353, 3776, 32010, 2]]","[-0.0017239484004676342, -0.0029090014286339283, -2.9802276912960224e-06, -0.00012587709352374077, -2.3841830625315197e-06, -5.364403477869928e-06, -1.0847986231965479e-05, -2.861018856492592e-06, -0.00010430268594063818, -6.437094270950183e-05, -0.2151910811662674, -0.2980956435203552, -0.06197668984532356, -0.007201309781521559, -0.001025627483613789, -0.008154196664690971, -0.05178912356495857, -0.007197048980742693, -0.22246019542217255, -8.344646857949556e-07]",9.188002586364746,True,0.0,-0.8780436892649277,-0.04390218446324638,20.0,-0.6555826593780694,-0.03642125885433719,18.0,0.006555386461189346,0,6,6,6,1.0,-1.054923197823504,-1.0422768479618354,False,17,0.85,0.0,1.0,0.0,0.9107094582903166
~/anvil/data/cve-targets/poppler_repo_fofi_FoFiType1C.cc,1222,1214,1225,if(ok) {,if (ok) {,                   if (ok) {,1.431640625,"[[462, 1678, 565, 313, 554, 29897, 426, 32010, 2]]","[-0.03623645380139351, -0.0004689785710070282, -0.08261029422283173, -0.0775410607457161, -0.06821281462907791, -0.31476539373397827, -0.00697546498849988, -0.28586870431900024, -2.3841855067985307e-07]",12.502135276794434,False,0.0,-0.8726794034300553,-0.09696437815889504,9.0,-0.5868104606925044,-0.08383006581321492,7.0,0.009819559440335964,1,10,10,10,1.0,-17.077889789444935,-1.0423165835758565,True,5,0.5555555555555556,1.0,0.9411764705882353,0.0,2.191299107869886
~/anvil/data/cve-targets/sqlite3_repo_ext_fts5_fts5_hash.c,411,396,430,"if(pTerm==0 || 0==memcmp(fts5EntryKey(pIter), pTerm, nTerm)) {",if( pIter->pTerm ){,"     if( pIter->pTerm ){
        int n = pIter->nTerm;
        if( nTerm>0 && n>nTerm ){
          if( pTerm==0 || memcmp(",1.10546875,"[[418, 565, 29898, 282, 13463, 976, 29886, 14343, 29545, 13, 4706, 938, 302, 353, 282, 13463, 976, 29876, 14343, 29936, 13, 4706, 565, 29898, 302, 14343, 29958, 29900, 2607, 302, 29958, 29876, 14343, 29545, 13, 3986, 565, 29898, 282, 14343, 1360, 29900, 3830, 2626, 21058, 29898]]","[-0.0018362818518653512, -0.6075496673583984, -0.010941391810774803, -0.6198801398277283, -0.27615439891815186, -0.022703830152750015, -1.0952435731887817, -1.3968000411987305, -1.2616958618164062, -0.003964660689234734, -0.0047086309641599655, -0.6433703899383545, -1.2906205654144287, -1.2797720432281494, -0.7649217844009399, -0.17010974884033203, -0.0006472161621786654, -0.6779810786247253, -0.05684903264045715, -0.37386980652809143, -0.009548824280500412, -0.010677115991711617, -1.0959391593933105, -0.001379491644911468, -0.6290345191955566, -1.1483451128005981, -1.1894458532333374, -0.22984208166599274, -0.49061399698257446, -0.5187548398971558, -1.208085298538208, -0.18003831803798676, -0.0009390473715029657, -0.7109449505805969, -0.10412061214447021, -0.00486060930415988, -1.3670909404754639, -0.0011476842919364572, -1.0125678777694702, -0.6110005974769592, -1.0905117988586426, -0.7820953726768494, -0.3345447778701782, -0.7260292768478394, -0.0006669919239357114, -0.008415475487709045]",9.842028617858888,False,3.0,-24.026260768296197,-0.5223100167020912,46.0,-5.301478477776982,-0.48195258888881654,11.0,0.2743390625324654,1,33,44,13,0.75,-2.2937292494864567,-1.0253735100664463,True,29,0.6304347826086957,45.0,0.41975308641975306,23.0,2.454432128889718
~/anvil/data/cve-targets/php_repo_ext_phar_phar.c,2299,2288,2321,"written = php_stream_write(newfile, ZSTR_VAL(newstub), phar->halt_offset);",if (user_stub) {,"			if (user_stub) {
				zend_string_release(newstub);
				newstub = user_stub;
			}
	",0.239013671875,"[[12, 12, 12, 361, 313, 1792, 29918, 303, 431, 29897, 426, 13, 12, 12, 12, 12, 29920, 355, 29918, 1807, 29918, 14096, 29898, 1482, 303, 431, 416, 13, 12, 12, 12, 12, 1482, 303, 431, 353, 1404, 29918, 303, 431, 29936, 13, 12, 12, 12, 29913, 13, 12]]","[-0.02916264347732067, -0.001354134758003056, -0.10068227350711823, -1.2149728536605835, -0.36221179366111755, -1.2235578298568726, -0.0015046000480651855, -0.0029098333325237036, -0.00027581225731410086, -0.232627272605896, -0.0006277974462136626, -0.003093103179708123, -0.0014194899704307318, -2.932505594799295e-05, -5.638440416078083e-05, -0.0009332115878351033, -1.639951467514038, -0.015823865309357643, -6.115249561844394e-05, -0.03975674510002136, -0.28897997736930847, -0.4848625659942627, -0.3442620038986206, -0.5731873512268066, -0.0007644353318028152, -6.9141146923357155e-06, -0.0005694198189303279, -0.003942575305700302, -0.004328050650656223, -3.135155202471651e-05, -3.3854863431770355e-05, -0.011890958063304424, -0.09694041311740875, -0.000125281119835563, -7.152555099310121e-07, -0.00048065552255138755, -0.6733237504959106, -0.0008803306263871491, -0.0001578206429257989, -1.1920858014491387e-05, -0.002907218411564827, -0.002072569215670228, -0.0022293494548648596, -0.00010322991875000298, -0.0003405229654163122, -0.49842512607574463, -0.1425258219242096, -0.059122297912836075]",13.24242877960205,False,4.0,-8.063518070935288,-0.16798995981115183,48.0,-3.175418358809111,-0.19846364742556943,16.0,0.15871083699635175,0,24,24,10,1.0,-1.204319657405461,-1.0617867027355792,True,27,0.5625,62.0,0.2666666666666667,21.0,2.0836669593843546
~/anvil/data/cve-targets/libtiff_repo_libtiff_tif_predict.c,319,314,328,tmsize_t wc = cc / 2;,tmsize_t wc = cc / 2;,"	tmsize_t wc = cc / 2;

	do {
		RE",0.1680908203125,"[[12, 29873, 1516, 675, 29918, 29873, 28678, 353, 21759, 847, 29871, 29906, 29936, 13, 13, 12, 1867, 426, 13, 12, 12, 1525]]","[-0.11053475737571716, -0.561235249042511, -0.00014101465058047324, -3.242440288886428e-05, -5.364403477869928e-06, -7.867782187531702e-06, -0.006097879726439714, -0.03109019249677658, -0.10521646589040756, -0.5719637274742126, -0.6867830157279968, -0.010998105630278587, -0.040797121822834015, -0.23708608746528625, -0.9280303120613098, -0.0784481018781662, -1.3149477243423462, -0.009845388121902943, -0.004364726599305868, -0.008061136119067669, -0.00199773907661438, -0.06270651519298553]",11.197824478149414,True,3.0,-4.770390917283294,-0.21683595078560425,22.0,-3.368467687831071,-0.21052923048944194,16.0,0.08464495590088583,1,11,14,11,0.7857142857142857,-0.798420342494577,-1.0088771202208826,False,12,0.5454545454545454,0.0,1.0,0.0,1.1014903501168203
~/anvil/data/cve-targets/poppler_repo_poppler_Stream.cc,520,510,538,if (nBits <= 0 || nVals > INT_MAX / nBits - 7 || width > INT_MAX / nComps) {,if (width > INT_MAX / inputLineSize) {,   if (width > INT_MAX / inputLineSize) {,0.71435546875,"[[1678, 565, 313, 2103, 1405, 19578, 29918, 12648, 847, 1881, 3542, 3505, 29897, 426, 32010, 2]]","[-0.03241536766290665, -0.13119669258594513, -0.042908553034067154, -0.8013393878936768, -0.3956852853298187, -0.018458731472492218, -7.950943836476654e-05, -0.00014625910262111574, -0.025326348841190338, -0.33816754817962646, -8.702239938429557e-06, -1.1324817933200393e-05, -0.03588114306330681, -0.0009414292871952057, -0.021547501906752586, -3.576278118089249e-07]",11.760417938232422,False,0.0,-1.8441141424836474,-0.11525713390522796,16.0,-1.822566282949083,-0.1301833059249345,14.0,0.0498697312681085,1,34,16,16,2.125,-5.487304717564227,-1.023167069297579,True,35,2.1875,52.0,0.4736842105263158,19.0,2.407152974631982
~/anvil/data/cve-targets/openssl_repo_crypto_mdc2_mdc2dgst.c,96,69,102,"l2c(tin0, p);","l2c(tin0, p);","       l2c(tin0, p);
        l2c(t",0.0183563232421875,"[[4706, 301, 29906, 29883, 29898, 29873, 262, 29900, 29892, 282, 416, 13, 4706, 301, 29906, 29883, 29898, 29873]]","[-0.0004769618099089712, -0.018483541905879974, -0.00044967554276809096, -0.0017090728506445885, -0.0010740946745499969, -0.12847203016281128, -0.0002563863235991448, -0.026910211890935898, -0.005367392208427191, -0.0008568667690269649, -0.00011395759065635502, -0.36273133754730225, -0.0007502601947635412, -0.007601266261190176, -0.00014661667228210717, -0.0002858230145648122, -0.0001212284987559542, -0.373052179813385]",12.18198013305664,True,1.0,-0.9288589037314523,-0.05160327242952513,18.0,-0.5476517894712742,-0.042127060728559554,13.0,0.009700662726592982,0,11,14,11,0.7857142857142857,-0.4357370992594089,-1.0340073057694446,False,10,0.5555555555555556,0.0,1.0,0.0,0.991886017038622
~/anvil/data/cve-targets/php_repo_ext_phar_phar.c,1513,1394,1530,},},"			}
			/*",0.0089111328125,"[[12, 12, 12, 29913, 13, 12, 12, 12, 5515]]","[-0.00301549700088799, -0.00019667598826345056, -0.00016139635408762842, -0.009039903059601784, -0.6613060832023621, -0.053456079214811325, -0.0007736074039712548, -0.4932387173175812, -0.6215586066246033]",13.366552352905272,True,1.0,-1.84274656616617,-0.20474961846290776,9.0,-1.2211879595415667,-0.15264849494269583,8.0,0.0621433365685666,0,2,4,2,0.5,-0.058376814103835314,-1.065086639076975,False,1,0.1111111111111111,0.0,1.0,0.0,0.7837380257269007
~/anvil/data/cve-targets/libpng_repo_pngrutil.c,2626,2605,2642,size_t row_factor = (png_uint_32)row_factor_l;,size_t row_factor_u =,"     size_t row_factor_u =
         (size_t)png_ptr->width
         * (size_t)png_ptr->",0.457275390625,"[[418, 2159, 29918, 29873, 1948, 29918, 19790, 29918, 29884, 353, 13, 308, 313, 2311, 29918, 29873, 29897, 2732, 29918, 7414, 976, 2103, 13, 308, 334, 313, 2311, 29918, 29873, 29897, 2732, 29918, 7414, 976]]","[-0.1155727356672287, -0.2377522736787796, -4.768370445162873e-07, -8.106198947643861e-06, -0.023436905816197395, -0.0005609607324004173, -0.0197045486420393, -0.5751488208770752, -0.951489269733429, -0.043717462569475174, -0.6092427968978882, -0.02912142314016819, -0.16906103491783142, -0.3109128475189209, -6.794906312279636e-06, -1.4066597032069694e-05, -0.03106546215713024, -0.025357846170663834, -5.483612312673358e-06, -0.006049536634236574, -4.184158387943171e-05, -0.13499131798744202, -0.06694028526544571, -0.0035103862173855305, -0.0057917870581150055, -0.09621740877628326, -0.10965573787689209, -1.7881377516459906e-06, -2.861018856492592e-06, -0.0273140799254179, -0.003060540184378624, -1.6569954823353328e-05, -0.00019035911827813834, -5.185469490243122e-05]",9.941611289978027,False,2.0,-3.596015671104965,-0.10576516679720485,34.0,-2.6057557807906733,-0.21714631506588944,12.0,0.09292123863402789,1,13,20,4,0.65,-2.1058399747020684,-1.022823949183036,True,21,0.6176470588235294,27.0,0.5671641791044777,10.0,2.1262555903727707
